codigo_ocorrencia2,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,Dia,Mes,Ano,aeronave_matricula,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
51159,INCIDENTE,GOIÂNIA,GO,SBGO,31/01/2014,31,1,2014,PRAFB,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2495,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
51160,INCIDENTE,LONDRINA,PR,SSOK,31/01/2014,31,1,2014,PTKLG,AVIÃO,CESSNA AIRCRAFT,A150M,C150,PISTÃO,MONOMOTOR,726,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,NENHUM,0
51161,INCIDENTE,FORTALEZA,CE,SNWC,31/01/2014,31,1,2014,PTVSN,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
53150,ACIDENTE,MOGI MIRIM,SP,SDMJ,31/01/2014,31,1,2014,PUDSJ,***,***,***,***,***,SEM TRAÇÃO,0,EXPERIMENTAL,MOJI MIRIM,MOJI MIRIM,DECOLAGEM,DESTRUÍDA,1
50800,ACIDENTE,SANTO ANTÔNIO DO LEVERGER,MT,****,01/02/2014,1,2,2014,PTNQQ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711A,P28R,PISTÃO,MONOMOTOR,1202,PARTICULAR,SANTO ANTÔNIO DE LEVERGER,RONDONÓPOLIS,DECOLAGEM,SUBSTANCIAL,0
50801,ACIDENTE,SOROCABA,SP,SDCO,01/02/2014,1,2,2014,PPMCI,HELICÓPTERO,ROBINSON HELICOPTER,R44,R44,PISTÃO,MONOMOTOR,1088,PARTICULAR,SOROCABA,AMERICANA,PARTIDA DO MOTOR,SUBSTANCIAL,0
50801,ACIDENTE,SOROCABA,SP,SDCO,01/02/2014,1,2,2014,PTMEO,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,4110,TÁXI AÉREO,ADALBERTO MENDES DA SILVA,SOROCABA,TÁXI,SUBSTANCIAL,0
51074,INCIDENTE,COARI,AM,****,01/02/2014,1,2,2014,PROMK,HELICÓPTERO,SIKORSKY AIRCRAFT,S-61N,S61,TURBOEIXO,BIMOTOR,8618,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,LEVE,0
51421,INCIDENTE,ATIBAIA,SP,SDTB,01/02/2014,1,2,2014,PUAZS,ULTRALEVE,***,TL-96 STAR,ULAC,PISTÃO,MONOMOTOR,450,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
51162,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,02/02/2014,2,2,2014,PPNIV,AVIÃO,EMBRAER,EMB-500,E50P,JATO,BIMOTOR,4750,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,LEVE,0
51163,INCIDENTE,SÃO JOÃO DO POLÊSINE,RS,****,03/02/2014,3,2,2014,PTUZL,AVIÃO,EMBRAER,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,LEVE,0
51052,INCIDENTE GRAVE,BATATAIS,SP,SDBA,04/02/2014,4,2,2014,PTCVP,AVIÃO,PIPER AIRCRAFT,PA-30,PA30,PISTÃO,BIMOTOR,1633,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
51164,INCIDENTE,MACAÉ,RJ,SBME,04/02/2014,4,2,2014,PRLDT,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,NENHUM,0
50802,ACIDENTE,GARUVA,SC,****,05/02/2014,5,2,2014,PRGLP,AVIÃO,PIPER AIRCRAFT,PA-25-235,PA25,PISTÃO,MONOMOTOR,1315,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,SUBSTANCIAL,0
51165,INCIDENTE,GUARULHOS,SP,SBGR,05/02/2014,5,2,2014,PRGXJ,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,NENHUM,0
51179,INCIDENTE,BELO HORIZONTE,MG,SBBH,05/02/2014,5,2,2014,PTLLH,AVIÃO,BEECH AIRCRAFT,B60,BE60,PISTÃO,BIMOTOR,3073,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
51181,INCIDENTE,CURITIBA,PR,****,05/02/2014,5,2,2014,PTMTT,AVIÃO,BOEING COMPANY,727-243,B722,JATO,TRIMOTOR,88360,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
51053,INCIDENTE GRAVE,ALEGRETE,RS,****,06/02/2014,6,2,2014,PTGTB,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,SUBSTANCIAL,0
51182,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,06/02/2014,6,2,2014,PRJMS,AVIÃO,AEROMOT,AMT-600,GURI,PISTÃO,MONOMOTOR,900,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
50803,ACIDENTE,SILVÂNIA,GO,SWLV,07/02/2014,7,2,2014,PRJTP,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,PARTICULAR,FAZENDA PERDIZES,BACACHERI,DECOLAGEM,SUBSTANCIAL,0
51075,INCIDENTE,FORTALEZA,CE,SBFZ,07/02/2014,7,2,2014,PRVIU,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,PARTICULAR,AEROCLUBE DE JOÃO PESSOA,PINTO MARTINS,OUTRA FASE,SUBSTANCIAL,0
50804,ACIDENTE,PALMAS,TO,****,09/02/2014,9,2,2014,PTOMX,AVIÃO,CESSNA AIRCRAFT,210N,C210,PISTÃO,MONOMOTOR,1724,PARTICULAR,DONA IRACEMA,SÍTIO FLYER,CRUZEIRO,SUBSTANCIAL,3
50805,ACIDENTE,REDENÇÃO,PA,****,09/02/2014,9,2,2014,PTGHZ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1800,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,DESTRUÍDA,1
51054,INCIDENTE GRAVE,MARINGÁ,PR,SBMG,09/02/2014,9,2,2014,PRCTM,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PA46,PISTÃO,MONOMOTOR,1969,PARTICULAR,CATARATAS,SÍLVIO NAME JÚNIOR,APROXIMAÇÃO FINAL,NENHUM,0
51076,INCIDENTE,UBERLÂNDIA,MG,SBUL,09/02/2014,9,2,2014,PPPMT,AVIÃO,BEECH AIRCRAFT,V35B,BE35,PISTÃO,MONOMOTOR,1542,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
51077,INCIDENTE,PORTO ALEGRE,RS,SBPA,09/02/2014,9,2,2014,PTRQK,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
51185,INCIDENTE,FLORIANÓPOLIS,SC,****,09/02/2014,9,2,2014,PRAZF,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
51186,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,09/02/2014,9,2,2014,PPJAG,AVIÃO,HAWKER BEECHCRAFT,B200GT,BE20,TURBOÉLICE,BIMOTOR,5670,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,NENHUM,0
51189,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,10/02/2014,10,2,2014,N901AR,AVIÃO,BOEING COMPANY,747-4R7F,***,***,SEM TRAÇÃO,0,***,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,LEVE,0
51211,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,10/02/2014,10,2,2014,PTKBV,AVIÃO,CESSNA AIRCRAFT,182P,C182,PISTÃO,MONOMOTOR,1338,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,NENHUM,0
51258,INCIDENTE,BELO HORIZONTE,MG,SBBH,11/02/2014,11,2,2014,PRCCM,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
50806,ACIDENTE,CHAPADÃO DO SUL,MS,****,12/02/2014,12,2,2014,PTGEZ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1800,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,OPERAÇÃO DE SOLO,NENHUM,1
51259,INCIDENTE,BRASÍLIA,DF,SBBR,12/02/2014,12,2,2014,PTWPZ,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,LEVE,0
51260,INCIDENTE,BRASÍLIA,DF,SBBR,12/02/2014,12,2,2014,PTEUR,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,LEVE,0
51261,INCIDENTE,UBERLÂNDIA,MG,SBUL,12/02/2014,12,2,2014,PRGPJ,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
51262,INCIDENTE,POÇOS DE CALDAS,MG,SBPC,12/02/2014,12,2,2014,PRWSM,AVIÃO,DASSAULT AVIATION,FALCON 2000,F2TH,JATO,BIMOTOR,16556,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,LEVE,0
51263,INCIDENTE,MANAUS,AM,SBEG,12/02/2014,12,2,2014,PPPTX,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,NENHUM,0
51055,INCIDENTE GRAVE,PARÁ DE MINAS,MG,****,13/02/2014,13,2,2014,PTYDW,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,R22,PISTÃO,MONOMOTOR,621,INSTRUÇÃO,PARÁ DE MINAS,HELICENTRO BH,VOO A BAIXA ALTURA,LEVE,0
51071,INCIDENTE GRAVE,ARARAQUARA,SP,SBAQ,13/02/2014,13,2,2014,PPGKB,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,SUBSTANCIAL,0
51432,ACIDENTE,GUARIBA,SP,****,13/02/2014,13,2,2014,PTEFL,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,P32R,PISTÃO,MONOMOTOR,1633,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,SUBSTANCIAL,0
51264,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,14/02/2014,14,2,2014,PTWHV,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
50807,ACIDENTE,TRINDADE,GO,****,15/02/2014,15,2,2014,PRBRP,AVIÃO,CESSNA AIRCRAFT,150L,C150,PISTÃO,MONOMOTOR,726,PARTICULAR,AERÓDROMO NACIONAL DE AVIAÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,CRUZEIRO,SUBSTANCIAL,0
50808,ACIDENTE,BRAGANÇA,PA,****,15/02/2014,15,2,2014,PTYMF,HELICÓPTERO,ROBINSON HELICOPTER,R44,R44,PISTÃO,MONOMOTOR,1088,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,DESTRUÍDA,2
51019,INCIDENTE GRAVE,CABO FRIO,RJ,SBCB,16/02/2014,16,2,2014,PRCHI,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
51265,INCIDENTE,BRASÍLIA,DF,SBBR,17/02/2014,17,2,2014,PRTAH,AVIÃO,PIPER AIRCRAFT,PA-42-720,PAY3,TURBOÉLICE,BIMOTOR,5080,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,SUBSTANCIAL,0
51266,INCIDENTE,BELO HORIZONTE,MG,SBPR,17/02/2014,17,2,2014,PTHLA,HELICÓPTERO,HELIBRAS,HB-350B,AS50,TURBOEIXO,MONOMOTOR,1950,MÚLTIPLA,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,LEVE,0
50809,ACIDENTE,RIO DE JANEIRO,RJ,SBRJ,18/02/2014,18,2,2014,PTYFV,HELICÓPTERO,ROBINSON HELICOPTER,R22,R22,PISTÃO,MONOMOTOR,590,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,NENHUM,2
51267,INCIDENTE,RIO BRANCO,AC,SBRB,18/02/2014,18,2,2014,PTIZI,AVIÃO,CESSNA AIRCRAFT,182P,C182,PISTÃO,MONOMOTOR,1338,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
50810,ACIDENTE,UIRAMUTÃ,RR,SJLO,19/02/2014,19,2,2014,PTFED,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,SUBSTANCIAL,0
50952,ACIDENTE,ARAGUAÍNA,TO,SWGN,19/02/2014,19,2,2014,PRVPI,AVIÃO,CESSNA AIRCRAFT,T210L,C210,PISTÃO,MONOMOTOR,1724,TÁXI AÉREO,ARAGUAÍNA,ARAGUAÍNA,DECOLAGEM,SUBSTANCIAL,1
51012,ACIDENTE,ALTO PARAGUAI,MT,****,19/02/2014,19,2,2014,PRZOP,AVIÃO,EDEVALDO MARTINS FERREIRA,RV-10,ZZZZ,PISTÃO,MONOMOTOR,1224,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,DESTRUÍDA,2
51268,INCIDENTE,UBERLÂNDIA,MG,SBUL,19/02/2014,19,2,2014,PTTIC,AVIÃO,PIAGGIO AERO INDUSTRIES,P.180,P180,TURBOÉLICE,BIMOTOR,5239,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
52876,ACIDENTE,RONDONÓPOLIS,MT,****,19/02/2014,19,2,2014,PRJHR,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,SUBSTANCIAL,0
51017,INCIDENTE,UBERLÂNDIA,MG,SBUL,20/02/2014,20,2,2014,PROVA,AVIÃO,BEECH AIRCRAFT,95-B55,BE55,PISTÃO,BIMOTOR,2268,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,SUBSTANCIAL,0
51269,INCIDENTE,BELO HORIZONTE,MG,SBBH,20/02/2014,20,2,2014,PTHLA,HELICÓPTERO,HELIBRAS,HB-350B,AS50,TURBOEIXO,MONOMOTOR,1950,MÚLTIPLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
51016,INCIDENTE GRAVE,SOROCABA,SP,SDCO,21/02/2014,21,2,2014,PUZEP,ULTRALEVE,CLINICA MEDICA PRIETO & ANTUNES LTDA.,AA-155,ULAC,PISTÃO,MONOMOTOR,500,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,SUBSTANCIAL,0
50991,ACIDENTE,COTRIGUAÇU,MT,****,24/02/2014,24,2,2014,PRGPB,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,SUBSTANCIAL,1
50812,ACIDENTE,NOVA RAMADA,RS,****,25/02/2014,25,2,2014,PTUYF,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
50983,ACIDENTE,ARAGUAÍNA,TO,****,26/02/2014,26,2,2014,PRKSF,AVIÃO,CESSNA AIRCRAFT,188B,C188,PISTÃO,MONOMOTOR,1497,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,SUBSTANCIAL,0
51433,ACIDENTE,AMERICANA,SP,SDAI,26/02/2014,26,2,2014,PTZHU,AVIÃO,***,PITTSS15 AVIAO,ZZZZ,PISTÃO,MONOMOTOR,0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,SUBSTANCIAL,0
51433,ACIDENTE,AMERICANA,SP,SDAI,26/02/2014,26,2,2014,PTZRP,AVIÃO,***,S2A,ZZZZ,PISTÃO,MONOMOTOR,521,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,SUBSTANCIAL,0
50975,ACIDENTE,URUÇUÍ,PI,****,27/02/2014,27,2,2014,PTUSY,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,SUBSTANCIAL,0
51020,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBGL,28/02/2014,28,2,2014,PTMZX,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,70000,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,NENHUM,0
50976,ACIDENTE,ATIBAIA,SP,SDVH,02/03/2014,2,3,2014,PTOYF,AVIÃO,CESSNA AIRCRAFT,150L,C150,PISTÃO,MONOMOTOR,725,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
50977,ACIDENTE,CAROLINA,MA,****,03/03/2014,3,3,2014,PTUHL,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,SUBSTANCIAL,1
51021,INCIDENTE GRAVE,SANTO ÂNGELO,RS,****,03/03/2014,3,3,2014,PRFIB,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,PARTICULAR,HÉLIO WASUM,SANTIAGO,CRUZEIRO,NENHUM,0
51434,ACIDENTE,JOÃO MONLEVADE,MG,****,04/03/2014,4,3,2014,PUURA,ULTRALEVE,MARIO CARLOS CARDOSO,MCC VENTURA,ULAC,PISTÃO,MONOMOTOR,550,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,SUBSTANCIAL,0
50916,INCIDENTE GRAVE,RIO BRANCO,AC,****,06/03/2014,6,3,2014,PTEBM,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,TÁXI AÉREO,FAZENDA ÁGUA LIMPA,LÁBREA,TÁXI,LEVE,0
51078,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,08/03/2014,8,3,2014,PRGGY,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,LEVE,0
50978,ACIDENTE,ARIPUANÃ,MT,****,09/03/2014,9,3,2014,PTEII,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,P32R,PISTÃO,MONOMOTOR,1633,PARTICULAR,JUÍNA,ARIPUANÃ,CRUZEIRO,SUBSTANCIAL,0
51022,INCIDENTE GRAVE,MARÍLIA,SP,****,09/03/2014,9,3,2014,PTYAR,HELICÓPTERO,ROBINSON HELICOPTER,R44,R44,PISTÃO,MONOMOTOR,1088,PARTICULAR,TERUEL IPANEMA ESTÂNCIA,GOVERNADOR ANDRÉ FRANCO MONTORO,POUSO,***,0
51285,INCIDENTE,RIBEIRÃO PRETO,SP,****,09/03/2014,9,3,2014,PRATB,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,NENHUM,0
51435,ACIDENTE,ITABAIANA,SE,****,09/03/2014,9,3,2014,PUXXX1,ULTRALEVE,MAULE AIRCRAFT,ULTRALEVE,***,PISTÃO,MONOMOTOR,0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,DESTRUÍDA,1
51023,INCIDENTE GRAVE,CHAVES,PA,SNXW,10/03/2014,10,3,2014,PTEPW,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,PA32,PISTÃO,MONOMOTOR,1542,TÁXI AÉREO,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,FORA DE AERODROMO,DECOLAGEM,LEVE,0
51302,INCIDENTE,SALVADOR,BA,****,10/03/2014,10,3,2014,PRGOY,AVIÃO,BOEING COMPANY,737-7K9,B737,JATO,BIMOTOR,66678,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
50979,ACIDENTE,SANTA ROSA DO PURUS,AC,SSPQ,11/03/2014,11,3,2014,PTEVN,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,PARTICULAR,MANUEL URBANO,SANTA ROSA DO PURUS,POUSO,SUBSTANCIAL,0
50980,ACIDENTE,CONCEIÇÃO DO ARAGUAIA,PA,****,11/03/2014,11,3,2014,PTUIB,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,PARTICULAR,ITAITUBA,JACAREACANGA,ESPECIALIZADA,SUBSTANCIAL,1
51304,INCIDENTE,UBATUBA,SP,****,11/03/2014,11,3,2014,PRBIA,HELICÓPTERO,AGUSTA,A109S,A109,TURBOEIXO,BIMOTOR,3175,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,LEVE,0
51307,INCIDENTE,CAMPINAS,SP,SBKP,13/03/2014,13,3,2014,PRATE,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,NENHUM,0
50981,ACIDENTE,URUÇUÍ,PI,****,14/03/2014,14,3,2014,PTUDL,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,SUBSTANCIAL,0
50753,ACIDENTE,JUNDIAÍ,SP,SBJD,16/03/2014,16,3,2014,PTZSR,ANFÍBIO,***,SEAWIND AVIAO,ZZZZ,PISTÃO,MONOMOTOR,1500,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,DESTRUÍDA,0
51024,INCIDENTE GRAVE,VALENÇA,RJ,SNVB,16/03/2014,16,3,2014,PTMDA,AVIÃO,CESSNA AIRCRAFT,172RG,C72R,PISTÃO,MONOMOTOR,1202,PARTICULAR,RESENDE,CORONEL NEWTON BRAGA,POUSO,SUBSTANCIAL,0
51025,INCIDENTE GRAVE,LONDRINA,PR,SBLO,17/03/2014,17,3,2014,PPGMR,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,GOVERNADOR JOSÉ RICHA,CORRIDA APÓS POUSO,SUBSTANCIAL,0
51026,INCIDENTE GRAVE,CURITIBA,PR,SBBI,17/03/2014,17,3,2014,PPFHN,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,INSTRUÇÃO,BACACHERI,FORA DE AERODROMO,TÁXI,SUBSTANCIAL,0
50972,ACIDENTE,JACAREACANGA,PA,****,18/03/2014,18,3,2014,PRLMN,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,TÁXI AÉREO,ITAITUBA,JACAREACANGA,DESCIDA,DESTRUÍDA,5
51079,INCIDENTE,COARI,AM,****,18/03/2014,18,3,2014,PRBRU,HELICÓPTERO,MIL HELICOPTER,MI-171A1,MI8,TURBOEIXO,BIMOTOR,13000,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,NENHUM,0
51308,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,18/03/2014,18,3,2014,PRTTK,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,AT45,TURBOÉLICE,BIMOTOR,18600,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,NENHUM,0
51309,INCIDENTE,FORTALEZA,CE,SBFZ,18/03/2014,18,3,2014,PTWJS,AVIÃO,RAYTHEON AIRCRAFT,400A,BE40,JATO,BIMOTOR,7303,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,NENHUM,0
51310,INCIDENTE,TEFÉ,AM,SBTF,20/03/2014,20,3,2014,PRTKD,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,AT45,TURBOÉLICE,BIMOTOR,18600,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,NENHUM,0
51314,INCIDENTE,BELO HORIZONTE,MG,SBBH,21/03/2014,21,3,2014,PTLHH,AVIÃO,MITSUBISHI,MU-2B-60,MU2,TURBOÉLICE,BIMOTOR,5250,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,NENHUM,0
