codigo_ocorrencia1,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,Dia,Mes,Ano
51086,INCIDENTE,FORTALEZA,CE,SBFZ,26/04/2014,26,04,2014
51442,INCIDENTE GRAVE,OROCÓ,PE,****,26/04/2014,26,04,2014
51457,INCIDENTE,CAMPINAS,SP,SBKP,26/04/2014,26,04,2014
51393,ACIDENTE,PEDRA PRETA,MT,****,27/04/2014,27,04,2014
51345,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,29/04/2014,29,04,2014
51346,INCIDENTE,SOROCABA,SP,SDCO,29/04/2014,29,04,2014
51009,ACIDENTE,ITAITUBA,PA,****,30/04/2014,30,04,2014
51033,INCIDENTE GRAVE,CORRENTINA,BA,SNTY,30/04/2014,30,04,2014
51458,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,30/04/2014,30,04,2014
51443,INCIDENTE GRAVE,ITANHAÉM,SP,SDIM,01/05/2014,01,05,2014
51010,ACIDENTE,LUZIÂNIA,GO,SWUZ,02/05/2014,02,05,2014
51011,ACIDENTE,AQUIRAZ,CE,****,03/05/2014,03,05,2014
51437,INCIDENTE GRAVE,TAUBATÉ,SP,****,03/05/2014,03,05,2014
51444,INCIDENTE GRAVE,MARABÁ,PA,SBMA,03/05/2014,03,05,2014
51347,INCIDENTE,DIADEMA,SP,****,04/05/2014,04,05,2014
51569,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,04/05/2014,04,05,2014
51459,INCIDENTE,PORTO ALEGRE,RS,SBPA,05/05/2014,05,05,2014
51460,INCIDENTE,BRASÍLIA,DF,SBBR,07/05/2014,07,05,2014
51417,INCIDENTE GRAVE,SÃO PAULO,SP,SBMT,08/05/2014,08,05,2014
51461,INCIDENTE,BELO HORIZONTE,MG,SBBH,08/05/2014,08,05,2014
51445,INCIDENTE GRAVE,CARAZINHO,RS,SSKZ,09/05/2014,09,05,2014
51446,INCIDENTE GRAVE,JATAÍ,GO,SWJW,09/05/2014,09,05,2014
51451,INCIDENTE,ALTAMIRA,PA,SBHT,09/05/2014,09,05,2014
51462,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,09/05/2014,09,05,2014
51463,INCIDENTE,GOIÂNIA,GO,SBGO,09/05/2014,09,05,2014
51394,ACIDENTE,FOZ DO IGUAÇU,PR,****,10/05/2014,10,05,2014
51412,ACIDENTE,CACHOEIRA DO SUL,RS,****,10/05/2014,10,05,2014
51464,INCIDENTE,BARREIRAS,BA,SNBR,10/05/2014,10,05,2014
51465,INCIDENTE,RECIFE,PE,SBRF,12/05/2014,12,05,2014
51448,INCIDENTE GRAVE,SANTA INÊS,MA,SJBY,13/05/2014,13,05,2014
51449,INCIDENTE GRAVE,SINOP,MT,SWSI,13/05/2014,13,05,2014
51471,INCIDENTE,SANTARÉM,PA,SBSN,13/05/2014,13,05,2014
51452,INCIDENTE,ARACAJU,SE,SBAR,14/05/2014,14,05,2014
51472,INCIDENTE,SÃO PAULO,SP,SBMT,14/05/2014,14,05,2014
51473,INCIDENTE,FORTALEZA,CE,SBFZ,14/05/2014,14,05,2014
51474,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,15/05/2014,15,05,2014
51475,INCIDENTE,TABATINGA,AM,SBTT,16/05/2014,16,05,2014
51477,INCIDENTE,SANTARÉM,PA,SBSN,16/05/2014,16,05,2014
51453,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,17/05/2014,17,05,2014
51478,INCIDENTE,JUNDIAÍ,SP,SBJD,17/05/2014,17,05,2014
51479,INCIDENTE,LONDRINA,PR,SBLO,18/05/2014,18,05,2014
51436,ACIDENTE,BRASÍLIA,DF,****,19/05/2014,19,05,2014
51413,ACIDENTE,ITAMARAJU,BA,****,21/05/2014,21,05,2014
51480,INCIDENTE,BELO HORIZONTE,MG,SBBH,21/05/2014,21,05,2014
51541,INCIDENTE,MANAUS,AM,SBEG,21/05/2014,21,05,2014
51454,INCIDENTE,PALMAS,TO,****,22/05/2014,22,05,2014
51481,INCIDENTE,ANÁPOLIS,GO,SBAN,27/05/2014,27,05,2014
51438,INCIDENTE GRAVE,CAMPINAS,SP,SDAM,28/05/2014,28,05,2014
51482,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,29/05/2014,29,05,2014
51542,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,29/05/2014,29,05,2014
51414,ACIDENTE,COARI,AM,SBUY,30/05/2014,30,05,2014
51535,ACIDENTE,SCHROEDER,SC,****,31/05/2014,31,05,2014
51543,INCIDENTE,BELÉM,PA,SBBE,31/05/2014,31,05,2014
51544,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,31/05/2014,31,05,2014
51545,INCIDENTE,RECIFE,PE,SBRF,01/06/2014,01,06,2014
51719,INCIDENTE,GUARULHOS,SP,SBGR,01/06/2014,01,06,2014
51538,INCIDENTE,COARI,AM,****,03/06/2014,03,06,2014
51546,INCIDENTE,TEFÉ,AM,SBTF,03/06/2014,03,06,2014
51536,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,06/06/2014,06,06,2014
51547,INCIDENTE,BELO HORIZONTE,MG,SBBH,06/06/2014,06,06,2014
51416,ACIDENTE,ARUANÃ,GO,****,07/06/2014,07,06,2014
51517,ACIDENTE,NOVA ANDRADINA,MS,****,07/06/2014,07,06,2014
51531,ACIDENTE,MAIRIPORÃ,SP,****,07/06/2014,07,06,2014
51532,ACIDENTE,ITAITUBA,PA,****,07/06/2014,07,06,2014
51537,INCIDENTE GRAVE,SANTO ANTÔNIO DO LEVERGER,MT,SWLV,08/06/2014,08,06,2014
51539,INCIDENTE,BRASÍLIA,DF,SBBR,08/06/2014,08,06,2014
51548,INCIDENTE,TABATINGA,AM,SBTT,08/06/2014,08,06,2014
51549,INCIDENTE,MARINGÁ,PR,SBMG,08/06/2014,08,06,2014
51570,INCIDENTE,BELÉM,PA,SBBE,08/06/2014,08,06,2014
51550,INCIDENTE,BELÉM,PA,SBBE,10/06/2014,10,06,2014
51533,ACIDENTE,BRAGANÇA PAULISTA,SP,SBBP,11/06/2014,11,06,2014
51551,INCIDENTE,ITÁPOLIS,SP,SDIO,11/06/2014,11,06,2014
51552,INCIDENTE,BELÉM,PA,SBBE,11/06/2014,11,06,2014
51553,INCIDENTE,PARINTINS,AM,SWPI,11/06/2014,11,06,2014
51534,ACIDENTE,ARUANÃ,GO,SWNH,13/06/2014,13,06,2014
51554,INCIDENTE,JUNDIAÍ,SP,SBJD,14/06/2014,14,06,2014
51555,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,14/06/2014,14,06,2014
51540,INCIDENTE,NOVA GRANADA,SP,****,15/06/2014,15,06,2014
51556,INCIDENTE,BELÉM,PA,SBBE,15/06/2014,15,06,2014
51567,ACIDENTE,OUROESTE,SP,****,17/06/2014,17,06,2014
51557,INCIDENTE,MANAUS,AM,SBEG,18/06/2014,18,06,2014
51559,INCIDENTE,PETROLINA,PE,SBPL,18/06/2014,18,06,2014
51568,INCIDENTE GRAVE,MANAUS,AM,SWFN,19/06/2014,19,06,2014
51653,ACIDENTE,CRUZ ALTA,RS,SSAK,19/06/2014,19,06,2014
51691,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,20/06/2014,20,06,2014
51558,INCIDENTE,DOURADOS,MS,****,21/06/2014,21,06,2014
51673,INCIDENTE GRAVE,SANTANA DO LIVRAMENTO,RS,SSZW,23/06/2014,23,06,2014
51692,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,23/06/2014,23,06,2014
51591,INCIDENTE,GOIÂNIA,GO,SBGO,24/06/2014,24,06,2014
51592,INCIDENTE,PARINTINS,AM,SWPI,24/06/2014,24,06,2014
51693,INCIDENTE,LONDRINA,PR,SBLO,25/06/2014,25,06,2014
51571,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,27/06/2014,27,06,2014
51731,ACIDENTE,FORTALEZA,CE,****,27/06/2014,27,06,2014
51757,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,27/06/2014,27,06,2014
51593,INCIDENTE,MANAQUIRI,AM,****,29/06/2014,29,06,2014
51596,ACIDENTE,ITAÍ,SP,****,30/06/2014,30,06,2014
51654,ACIDENTE,CARAZINHO,RS,SSIJ,30/06/2014,30,06,2014
51674,INCIDENTE GRAVE,BELO HORIZONTE,MG,SBBH,30/06/2014,30,06,2014
51694,INCIDENTE,RIO BRANCO,AC,SBRB,01/07/2014,01,07,2014
51695,INCIDENTE,SÃO PAULO,SP,SBSP,02/07/2014,02,07,2014
51594,INCIDENTE,CAMPINAS,SP,SBKP,03/07/2014,03,07,2014
51597,ACIDENTE,FLORIANÓPOLIS,SC,SBFL,03/07/2014,03,07,2014
51711,INCIDENTE,CAMPINAS,SP,SBKP,03/07/2014,03,07,2014
51712,INCIDENTE,BAURU,SP,SBBU,03/07/2014,03,07,2014
51713,INCIDENTE,BELÉM,PA,SBBE,03/07/2014,03,07,2014
51672,ACIDENTE,ARACAJU,SE,SNAU,04/07/2014,04,07,2014
51655,ACIDENTE,BOA VISTA DO RAMOS,AM,****,05/07/2014,05,07,2014
51656,ACIDENTE,GUARARAPES,SP,SIJG,05/07/2014,05,07,2014
51675,INCIDENTE GRAVE,PETROLINA DE GOIÁS,GO,****,05/07/2014,05,07,2014
51754,ACIDENTE,UBATUBA,SP,****,05/07/2014,05,07,2014
51765,INCIDENTE,MANAUS,AM,****,05/07/2014,05,07,2014
51766,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,05/07/2014,05,07,2014
51753,ACIDENTE,BARRA DO BUGRES,MT,SWBB,06/07/2014,06,07,2014
51756,INCIDENTE GRAVE,ANÁPOLIS,GO,****,07/07/2014,07,07,2014
51734,INCIDENTE,SALVADOR,BA,SBSV,08/07/2014,08,07,2014
51764,INCIDENTE,GUARULHOS,SP,SBGR,08/07/2014,08,07,2014
51763,INCIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,09/07/2014,09,07,2014
51671,ACIDENTE,MONTENEGRO,RS,SSNG,10/07/2014,10,07,2014
51761,INCIDENTE,ALTO ALEGRE,RR,SWUQ,10/07/2014,10,07,2014
51762,INCIDENTE,SÃO LUÍS,MA,SBSL,10/07/2014,10,07,2014
51676,INCIDENTE GRAVE,MARANGUAPE,CE,****,11/07/2014,11,07,2014
51760,INCIDENTE,RIO DE JANEIRO,RJ,SDRE,11/07/2014,11,07,2014
51720,ACIDENTE,BARREIRINHAS,MA,SSRS,12/07/2014,12,07,2014
51755,INCIDENTE GRAVE,SANTA MÔNICA,PR,****,12/07/2014,12,07,2014
51759,INCIDENTE,ANGRA DOS REIS,RJ,SDAG,14/07/2014,14,07,2014
51716,ACIDENTE,NOVO AIRÃO,AM,****,16/07/2014,16,07,2014
51735,INCIDENTE,GOIÂNIA,GO,SBGO,16/07/2014,16,07,2014
52298,INCIDENTE,GUARULHOS,SP,****,16/07/2014,16,07,2014
51732,INCIDENTE,MARABÁ,PA,SBMA,18/07/2014,18,07,2014
51741,INCIDENTE,CONFINS,MG,****,19/07/2014,19,07,2014
51752,ACIDENTE,BEBEDOURO,SP,SDBB,19/07/2014,19,07,2014
51733,INCIDENTE,LONDRINA,PR,SBLO,20/07/2014,20,07,2014
52539,INCIDENTE,RIO CLARO,SP,****,20/07/2014,20,07,2014
51758,INCIDENTE,CAMPINAS,SP,SBKP,22/07/2014,22,07,2014
51740,INCIDENTE,LAURO DE FREITAS,BA,SBSV,23/07/2014,23,07,2014
52283,ACIDENTE,BARREIRAS,BA,****,24/07/2014,24,07,2014
52300,INCIDENTE,CURITIBA,PR,****,24/07/2014,24,07,2014
51751,ACIDENTE,NOVO PROGRESSO,PA,****,25/07/2014,25,07,2014
52301,INCIDENTE,CONFINS,MG,SBCF,25/07/2014,25,07,2014
51991,ACIDENTE,FOZ DO IGUAÇU,PR,****,28/07/2014,28,07,2014
52302,INCIDENTE,CAMPINAS,SP,SBKP,01/08/2014,01,08,2014
52303,INCIDENTE,MANAUS,AM,****,01/08/2014,01,08,2014
78819,INCIDENTE GRAVE,CAMPO GRANDE,MS,SSIE,01/08/2014,01,08,2014
52571,INCIDENTE,GRAVATÁ,PE,****,02/08/2014,02,08,2014
52262,ACIDENTE,BALSAS,MA,****,03/08/2014,03,08,2014
52304,INCIDENTE,RIO CLARO,SP,SDED,04/08/2014,04,08,2014
52263,INCIDENTE GRAVE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,05/08/2014,05,08,2014
52305,INCIDENTE,ILHÉUS,BA,SBIL,05/08/2014,05,08,2014
52306,INCIDENTE,JUNDIAÍ,SP,SBJD,06/08/2014,06,08,2014
52307,INCIDENTE,GUARULHOS,SP,SBGR,08/08/2014,08,08,2014
52264,ACIDENTE,CAMPINAS,SP,SDAM,11/08/2014,11,08,2014
52286,INCIDENTE GRAVE,CURITIBA,PR,SBBI,11/08/2014,11,08,2014
52308,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,11/08/2014,11,08,2014
52309,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,11/08/2014,11,08,2014
52265,ACIDENTE,SANTOS,SP,****,13/08/2014,13,08,2014
52310,INCIDENTE,BRASÍLIA,DF,SBBR,13/08/2014,13,08,2014
52287,INCIDENTE GRAVE,COARI,AM,****,16/08/2014,16,08,2014
52288,INCIDENTE GRAVE,SÃO JOÃO DA BOA VISTA,SP,****,16/08/2014,16,08,2014
52311,INCIDENTE,FOZ DO IGUAÇU,PR,SBFI,16/08/2014,16,08,2014
52289,INCIDENTE GRAVE,BRASÍLIA,DF,****,17/08/2014,17,08,2014
52290,INCIDENTE GRAVE,REDENÇÃO,PA,SNDC,19/08/2014,19,08,2014
52291,INCIDENTE GRAVE,BELÉM,PA,SBBE,19/08/2014,19,08,2014
52292,INCIDENTE GRAVE,RIO CLARO,SP,SDRK,20/08/2014,20,08,2014
52293,INCIDENTE GRAVE,UIRAMUTÃ,RR,SWPD,20/08/2014,20,08,2014
52312,INCIDENTE,BELO HORIZONTE,MG,SBPR,20/08/2014,20,08,2014
52284,ACIDENTE,ANGRA DOS REIS,RJ,SDAG,22/08/2014,22,08,2014
52271,ACIDENTE,GOIANIRA,GO,****,23/08/2014,23,08,2014
52273,ACIDENTE,FORTALEZA,CE,SNFE,23/08/2014,23,08,2014
52285,INCIDENTE GRAVE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,23/08/2014,23,08,2014
52313,INCIDENTE,BELÉM,PA,SBBE,23/08/2014,23,08,2014
53113,INCIDENTE GRAVE,CAMPO GRANDE,MS,****,23/08/2014,23,08,2014
52314,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,24/08/2014,24,08,2014
52315,INCIDENTE,NAZARÉ PAULISTA,SP,****,24/08/2014,24,08,2014
52296,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,25/08/2014,25,08,2014
52316,INCIDENTE,CAMPINA GRANDE,PB,SBKG,25/08/2014,25,08,2014
52317,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,25/08/2014,25,08,2014
52274,ACIDENTE,PIRAJUÍ,SP,****,27/08/2014,27,08,2014
52811,ACIDENTE,CAJAMAR,SP,****,27/08/2014,27,08,2014
52275,ACIDENTE,MUCAJAÍ,RR,****,28/08/2014,28,08,2014
52318,INCIDENTE,CAMPINAS,SP,SBKP,28/08/2014,28,08,2014
52331,INCIDENTE,GOIÂNIA,GO,SBGO,29/08/2014,29,08,2014
52276,ACIDENTE,CUMARU DO NORTE,PA,****,30/08/2014,30,08,2014
52277,ACIDENTE,CURITIBA,PR,SBBI,30/08/2014,30,08,2014
52332,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,30/08/2014,30,08,2014
52278,ACIDENTE,CANDÓI,PR,****,31/08/2014,31,08,2014
52343,INCIDENTE,LONDRINA,PR,SBLO,31/08/2014,31,08,2014
52631,ACIDENTE,MARINGÁ,PR,SBMG,31/08/2014,31,08,2014
52295,INCIDENTE GRAVE,MANAUS,AM,SBEG,01/09/2014,01,09,2014
52333,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,01/09/2014,01,09,2014
52334,INCIDENTE,CUIABÁ,MT,****,01/09/2014,01,09,2014
52335,INCIDENTE,MACEIÓ,AL,SBMO,02/09/2014,02,09,2014
52674,ACIDENTE,PIRACURUCA,PI,****,02/09/2014,02,09,2014
52297,INCIDENTE,RONDONÓPOLIS,MT,SWRD,04/09/2014,04,09,2014
52336,INCIDENTE,EIRUNEPÉ,AM,SWEI,04/09/2014,04,09,2014
52279,ACIDENTE,TANGARÁ DA SERRA,MT,SDVI,07/09/2014,07,09,2014
52572,INCIDENTE,FORTALEZA,CE,SBFZ,08/09/2014,08,09,2014
52280,ACIDENTE,LENÇÓIS,BA,****,10/09/2014,10,09,2014
52591,INCIDENTE,CAMPINAS,SP,SDAM,10/09/2014,10,09,2014
52337,INCIDENTE,SÃO PAULO,SP,SBSP,11/09/2014,11,09,2014
52592,INCIDENTE,PARAUAPEBAS,PA,SBCJ,11/09/2014,11,09,2014
52281,ACIDENTE,BRAGANÇA PAULISTA,SP,SBBP,12/09/2014,12,09,2014
52231,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,13/09/2014,13,09,2014
52338,INCIDENTE,BRASÍLIA,DF,SBBR,13/09/2014,13,09,2014
52282,ACIDENTE,BOA VISTA DO TUPIM,BA,****,15/09/2014,15,09,2014
52594,INCIDENTE,SÃO PAULO,SP,SBMT,15/09/2014,15,09,2014
52595,INCIDENTE,MARABÁ,PA,SBMA,15/09/2014,15,09,2014
52551,INCIDENTE GRAVE,BELÉM,PA,SBJC,16/09/2014,16,09,2014
52344,INCIDENTE,BELO HORIZONTE,MG,SBBH,17/09/2014,17,09,2014
52345,INCIDENTE,SANTA CRUZ DO SUL,RS,SSSC,17/09/2014,17,09,2014
52597,INCIDENTE,UBERLÂNDIA,MG,****,17/09/2014,17,09,2014
52598,INCIDENTE,MARABÁ,PA,SBMA,17/09/2014,17,09,2014
52599,INCIDENTE,GOIÂNIA,GO,****,18/09/2014,18,09,2014
52600,INCIDENTE,LONDRINA,PR,SBLO,18/09/2014,18,09,2014
52531,ACIDENTE,FORMOSA,GO,SWFR,19/09/2014,19,09,2014
52340,ACIDENTE,FAMA,MG,****,20/09/2014,20,09,2014
52346,INCIDENTE,SALVADOR,BA,SBSV,20/09/2014,20,09,2014
52341,ACIDENTE,VERANÓPOLIS,RS,****,21/09/2014,21,09,2014
52532,ACIDENTE,PINHÃO,PR,****,21/09/2014,21,09,2014
52611,INCIDENTE,SALVADOR,BA,SBSV,21/09/2014,21,09,2014
52613,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,21/09/2014,21,09,2014
52342,ACIDENTE,BAURU,SP,SBBU,22/09/2014,22,09,2014
52552,INCIDENTE GRAVE,PORTO SEGURO,BA,SBPS,22/09/2014,22,09,2014
52533,ACIDENTE,SINOP,MT,****,23/09/2014,23,09,2014
52553,INCIDENTE GRAVE,SENADOR JOSÉ PORFÍRIO,PA,SDWV,23/09/2014,23,09,2014
52614,INCIDENTE,UBERABA,MG,SBUR,24/09/2014,24,09,2014
52693,INCIDENTE GRAVE,BARRA DO RIBEIRO,RS,****,24/09/2014,24,09,2014
52596,ACIDENTE,CONFINS,MG,SBCF,25/09/2014,25,09,2014
52615,INCIDENTE,BRASÍLIA,DF,****,25/09/2014,25,09,2014
52617,INCIDENTE,TERESINA,PI,SBTE,27/09/2014,27,09,2014
52618,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,27/09/2014,27,09,2014
52536,ACIDENTE,RIO DE JANEIRO,RJ,****,28/09/2014,28,09,2014
52537,ACIDENTE,ITAQUI,RS,****,29/09/2014,29,09,2014
52554,INCIDENTE GRAVE,VÁRZEA GRANDE,MT,SBCY,30/09/2014,30,09,2014
52620,INCIDENTE,SANTARÉM,PA,SBSN,30/09/2014,30,09,2014
52621,INCIDENTE,SÃO PAULO,SP,SBSP,30/09/2014,30,09,2014
52538,ACIDENTE,BOQUIRA,BA,SNBO,01/10/2014,01,10,2014
52622,INCIDENTE,ARAGUAÍNA,TO,SWGN,03/10/2014,03,10,2014
52623,INCIDENTE,RIO BRANCO,AC,SBRB,03/10/2014,03,10,2014
52714,INCIDENTE,RIBEIRÃO PRETO,SP,****,03/10/2014,03,10,2014
52715,INCIDENTE,BRASÍLIA,DF,SBBR,04/10/2014,04,10,2014
52632,ACIDENTE,SENA MADUREIRA,AC,****,05/10/2014,05,10,2014
52716,INCIDENTE,BELO HORIZONTE,MG,SBBH,05/10/2014,05,10,2014
52624,INCIDENTE,CAMPINAS,SP,SBKP,06/10/2014,06,10,2014
52717,INCIDENTE,JUNDIAÍ,SP,SBJD,06/10/2014,06,10,2014
52718,INCIDENTE,SALVADOR,BA,SBSV,07/10/2014,07,10,2014
52719,INCIDENTE,PORTO ALEGRE,RS,SBPA,07/10/2014,07,10,2014
52633,ACIDENTE,MARAU,RS,****,08/10/2014,08,10,2014
52720,INCIDENTE,SÃO PAULO,SP,****,08/10/2014,08,10,2014
52634,ACIDENTE,PARAGUAÇU PAULISTA,SP,****,09/10/2014,09,10,2014
52699,INCIDENTE,BRASÍLIA,DF,SBBR,09/10/2014,09,10,2014
52721,INCIDENTE,CRUZEIRO DO SUL,AC,SBCZ,09/10/2014,09,10,2014
52722,INCIDENTE,SANTARÉM,PA,SBSN,09/10/2014,09,10,2014
52635,ACIDENTE,JUATUBA,MG,****,10/10/2014,10,10,2014
52723,INCIDENTE,SÃO PAULO,SP,****,10/10/2014,10,10,2014
52636,ACIDENTE,TATUÍ,SP,SDTF,11/10/2014,11,10,2014
52724,INCIDENTE,CAMPINAS,SP,****,14/10/2014,14,10,2014
52725,INCIDENTE,CARAUARI,AM,SWCA,14/10/2014,14,10,2014
52637,ACIDENTE,BOITUVA,SP,SDOI,16/10/2014,16,10,2014
52726,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,16/10/2014,16,10,2014
52638,ACIDENTE,JUATUBA,MG,****,17/10/2014,17,10,2014
52727,INCIDENTE,SANTARÉM,PA,SBSN,17/10/2014,17,10,2014
52639,ACIDENTE,MANOEL URBANO,AC,SSPX,19/10/2014,19,10,2014
52728,INCIDENTE,SÃO LUÍS,MA,SBSL,20/10/2014,20,10,2014
52640,ACIDENTE,CAMPO GRANDE,MS,SBCG,22/10/2014,22,10,2014
52672,ACIDENTE,ELDORADO DO SUL,RS,SIXE,22/10/2014,22,10,2014
52694,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SBBP,23/10/2014,23,10,2014
52691,INCIDENTE GRAVE,SANTANA DO PARAÍSO,MG,****,24/10/2014,24,10,2014
52729,INCIDENTE,MARABÁ,PA,SBMA,24/10/2014,24,10,2014
52651,ACIDENTE,RORAINÓPOLIS,RR,****,26/10/2014,26,10,2014
52695,INCIDENTE GRAVE,BELO HORIZONTE,MG,SBPR,26/10/2014,26,10,2014
52652,ACIDENTE,CAMPINA GRANDE DO SUL,PR,****,27/10/2014,27,10,2014
52730,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,27/10/2014,27,10,2014
52653,INCIDENTE GRAVE,MANAUS,AM,SWFN,28/10/2014,28,10,2014
52696,INCIDENTE GRAVE,ATIBAIA,SP,SDTB,28/10/2014,28,10,2014
52731,INCIDENTE,CUIABÁ,MT,****,31/10/2014,31,10,2014
52654,ACIDENTE,IGARASSU,PE,SIFC,01/11/2014,01,11,2014
52751,INCIDENTE,GUARULHOS,SP,SBGR,01/11/2014,01,11,2014
52752,INCIDENTE,SÃO PAULO,SP,SBMT,02/11/2014,02,11,2014
52753,INCIDENTE,MARINGÁ,PR,****,02/11/2014,02,11,2014
52697,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,****,03/11/2014,03,11,2014
52933,INCIDENTE,MARINGÁ,PR,****,03/11/2014,03,11,2014
52754,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,04/11/2014,04,11,2014
52700,INCIDENTE,UBERLÂNDIA,MG,SBUL,07/11/2014,07,11,2014
52673,ACIDENTE,TERESINA,PI,****,08/11/2014,08,11,2014
52755,INCIDENTE,PORTO ALEGRE,RS,SBPA,08/11/2014,08,11,2014
52692,INCIDENTE GRAVE,MARINGÁ,PR,SBMG,09/11/2014,09,11,2014
52815,ACIDENTE,MACARANI,BA,****,10/11/2014,10,11,2014
52956,INCIDENTE,GUARULHOS,SP,SBGR,11/11/2014,11,11,2014
52757,INCIDENTE,SÃO PAULO,SP,SBMT,12/11/2014,12,11,2014
52968,INCIDENTE,SANTARÉM,PA,SBSN,12/11/2014,12,11,2014
52758,INCIDENTE,ARAPONGAS,PR,****,13/11/2014,13,11,2014
52759,INCIDENTE,JUAZEIRO DO NORTE,CE,SBJU,13/11/2014,13,11,2014
52950,INCIDENTE,CORNÉLIO PROCÓPIO,PR,SSCP,14/11/2014,14,11,2014
52698,INCIDENTE GRAVE,CORREIA PINTO,SC,SBLJ,15/11/2014,15,11,2014
52671,ACIDENTE,CIDADE GAÚCHA,PR,****,17/11/2014,17,11,2014
52713,INCIDENTE,JUNDIAÍ,SP,SBJD,18/11/2014,18,11,2014
52760,INCIDENTE,LONDRINA,PR,SBLO,18/11/2014,18,11,2014
52675,ACIDENTE,BRAGANÇA PAULISTA,SP,SBBP,19/11/2014,19,11,2014
52761,INCIDENTE,CONFINS,MG,SBCF,19/11/2014,19,11,2014
52762,INCIDENTE,BELÉM,PA,SBBE,19/11/2014,19,11,2014
52763,INCIDENTE,JUNDIAÍ,SP,SBJD,20/11/2014,20,11,2014
53437,ACIDENTE,SANTA ISABEL DO IVAÍ,PR,****,21/11/2014,21,11,2014
52847,INCIDENTE,MANAUS,AM,****,24/11/2014,24,11,2014
52848,INCIDENTE,SALVADOR,BA,****,25/11/2014,25,11,2014
52846,INCIDENTE,MACAÉ,RJ,SBME,27/11/2014,27,11,2014
52849,INCIDENTE,RIO DE JANEIRO,RJ,****,27/11/2014,27,11,2014
52850,INCIDENTE,PORTO ALEGRE,RS,****,27/11/2014,27,11,2014
52793,ACIDENTE,BELO HORIZONTE,MG,SBPR,29/11/2014,29,11,2014
52676,ACIDENTE,TUCUMÃ,PA,****,30/11/2014,30,11,2014
52779,INCIDENTE GRAVE,SÃO PAULO,SP,SBMT,30/11/2014,30,11,2014
52812,ACIDENTE,SÃO MATEUS,ES,SNMX,30/11/2014,30,11,2014
52851,INCIDENTE,ARACAJU,SE,SBAR,01/12/2014,01,12,2014
52816,INCIDENTE GRAVE,LINS,SP,****,02/12/2014,02,12,2014
52852,INCIDENTE,CAMPINAS,SP,SDAM,02/12/2014,02,12,2014
52764,INCIDENTE,TERESINA,PI,SBTE,03/12/2014,03,12,2014
52817,ACIDENTE,VERÍSSIMO,MG,****,03/12/2014,03,12,2014
52853,INCIDENTE,MACAÉ,RJ,SBME,03/12/2014,03,12,2014
52818,ACIDENTE,FLORESTA,PE,****,05/12/2014,05,12,2014
52819,ACIDENTE,CAMPO GRANDE,MS,****,06/12/2014,06,12,2014
52831,ACIDENTE,TERRA BOA,PR,****,07/12/2014,07,12,2014
52840,INCIDENTE GRAVE,SÃO PAULO,SP,SBMT,07/12/2014,07,12,2014
52841,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,08/12/2014,08,12,2014
52854,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,08/12/2014,08,12,2014
52843,INCIDENTE GRAVE,SORRISO,MT,SSAC,11/12/2014,11,12,2014
52844,INCIDENTE,GUARULHOS,SP,SBGR,11/12/2014,11,12,2014
52832,ACIDENTE,BURITAMA,SP,****,14/12/2014,14,12,2014
