codigo_ocorrencia1,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,Dia,Mes,Ano
42646,INCIDENTE,JUIZ DE FORA,MG,****,10/08/2010,10,08,2010
42713,INCIDENTE,BRASÍLIA,DF,SBBR,10/08/2010,10,08,2010
42263,INCIDENTE,SALVADOR,BA,****,11/08/2010,11,08,2010
42250,ACIDENTE,RIO DE JANEIRO,RJ,SBRJ,12/08/2010,12,08,2010
42756,INCIDENTE,BELO HORIZONTE,MG,****,12/08/2010,12,08,2010
42565,ACIDENTE,GOIÂNIA,GO,****,13/08/2010,13,08,2010
42433,INCIDENTE,MACAÉ,RJ,****,15/08/2010,15,08,2010
42742,INCIDENTE,JUIZ DE FORA,MG,****,15/08/2010,15,08,2010
42460,INCIDENTE,SALVADOR,BA,****,17/08/2010,17,08,2010
42434,INCIDENTE,SÃO PAULO,SP,****,19/08/2010,19,08,2010
42452,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,20/08/2010,20,08,2010
42466,INCIDENTE,RECIFE,PE,SBRF,20/08/2010,20,08,2010
42456,INCIDENTE,RIO DE JANEIRO,RJ,****,21/08/2010,21,08,2010
42740,INCIDENTE,RIO DE JANEIRO,RJ,****,21/08/2010,21,08,2010
43729,ACIDENTE,XINGUARA,PA,****,22/08/2010,22,08,2010
42447,INCIDENTE,ARAGUAÍNA,TO,****,23/08/2010,23,08,2010
42458,INCIDENTE,DIVINÓPOLIS,MG,SNDV,23/08/2010,23,08,2010
42485,INCIDENTE,AREALVA,SP,****,23/08/2010,23,08,2010
42486,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,23/08/2010,23,08,2010
42368,ACIDENTE,SÃO LUÍS,MA,****,24/08/2010,24,08,2010
42388,ACIDENTE,CACHOEIRA DO SUL,RS,SSKS,24/08/2010,24,08,2010
42432,INCIDENTE,LONDRINA,PR,****,24/08/2010,24,08,2010
42465,INCIDENTE,MARINGÁ,PR,SBMG,24/08/2010,24,08,2010
42386,ACIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,25/08/2010,25,08,2010
42439,INCIDENTE,CAMPINAS,SP,SBKP,25/08/2010,25,08,2010
42602,INCIDENTE,IPATINGA,MG,SBIP,25/08/2010,25,08,2010
42448,INCIDENTE,ALTA FLORESTA,MT,SBAT,26/08/2010,26,08,2010
42451,INCIDENTE,SÃO PAULO,SP,****,26/08/2010,26,08,2010
42597,INCIDENTE,BRASÍLIA,DF,****,27/08/2010,27,08,2010
42603,INCIDENTE,RIO DE JANEIRO,RJ,****,27/08/2010,27,08,2010
42585,INCIDENTE,CURITIBA,PR,****,28/08/2010,28,08,2010
42587,INCIDENTE,FORTALEZA,CE,SBFZ,28/08/2010,28,08,2010
42606,INCIDENTE GRAVE,PORTO ALEGRE,RS,****,28/08/2010,28,08,2010
43258,INCIDENTE,FORMOSA,GO,SWFR,28/08/2010,28,08,2010
42589,INCIDENTE,PALMAS,TO,SBPJ,29/08/2010,29,08,2010
42588,INCIDENTE,CAMPINAS,SP,SBKP,31/08/2010,31,08,2010
42598,INCIDENTE,RIO DE JANEIRO,RJ,****,31/08/2010,31,08,2010
42595,INCIDENTE,BRASÍLIA,DF,****,01/09/2010,01,09,2010
42723,ACIDENTE,BOA VISTA,RR,SBBV,01/09/2010,01,09,2010
42735,INCIDENTE,BELO HORIZONTE,MG,SBBH,01/09/2010,01,09,2010
42601,INCIDENTE,BRASÍLIA,DF,****,02/09/2010,02,09,2010
42680,INCIDENTE,BELO HORIZONTE,MG,SBBH,03/09/2010,03,09,2010
42707,INCIDENTE,GUARULHOS,SP,SBGR,03/09/2010,03,09,2010
42592,INCIDENTE,SÃO PAULO,SP,SBMT,04/09/2010,04,09,2010
42738,ACIDENTE,SÃO PAULO,SP,****,04/09/2010,04,09,2010
42715,INCIDENTE,JOÃO PESSOA,PB,SBJP,05/09/2010,05,09,2010
42718,INCIDENTE GRAVE,VERANÓPOLIS,RS,SSVN,08/09/2010,08,09,2010
40823,INCIDENTE GRAVE,PALMAS,PR,SSPS,09/09/2010,09,09,2010
42717,INCIDENTE,GOIÂNIA,GO,****,09/09/2010,09,09,2010
43589,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,09/09/2010,09,09,2010
42758,ACIDENTE,ITANHAÉM,SP,****,10/09/2010,10,09,2010
42760,INCIDENTE GRAVE,PIRACICABA,SP,SDPW,10/09/2010,10,09,2010
42714,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,****,11/09/2010,11,09,2010
42716,INCIDENTE,SANTARÉM,PA,SBSN,11/09/2010,11,09,2010
42868,INCIDENTE,RIO DE JANEIRO,RJ,****,11/09/2010,11,09,2010
43043,ACIDENTE,CAMBÉ,PR,****,11/09/2010,11,09,2010
43171,INCIDENTE,DIAMANTINA,MG,SNDT,12/09/2010,12,09,2010
42757,INCIDENTE GRAVE,SÃO PAULO,SP,SBSP,13/09/2010,13,09,2010
42838,INCIDENTE GRAVE,CURITIBA,PR,****,15/09/2010,15,09,2010
42866,INCIDENTE,BRASÍLIA,DF,SBBR,15/09/2010,15,09,2010
42919,ACIDENTE,ITAITUBA,PA,****,15/09/2010,15,09,2010
42921,ACIDENTE,SÃO FÉLIX DO XINGU,PA,****,15/09/2010,15,09,2010
43042,INCIDENTE GRAVE,CARAZINHO,RS,SSKZ,15/09/2010,15,09,2010
43064,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,15/09/2010,15,09,2010
43061,INCIDENTE,BRASÍLIA,DF,****,16/09/2010,16,09,2010
42880,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBJR,17/09/2010,17,09,2010
42882,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBJR,17/09/2010,17,09,2010
43003,ACIDENTE,JARDIM,MS,****,18/09/2010,18,09,2010
43090,INCIDENTE,UBERABA,MG,SBUR,18/09/2010,18,09,2010
43572,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,18/09/2010,18,09,2010
43008,INCIDENTE,GUARULHOS,SP,SBGR,19/09/2010,19,09,2010
43044,ACIDENTE,BLUMENAU,SC,****,19/09/2010,19,09,2010
43002,INCIDENTE,VITÓRIA,ES,****,20/09/2010,20,09,2010
43086,INCIDENTE,BAYEUX,PB,****,20/09/2010,20,09,2010
42865,INCIDENTE,POUSO ALEGRE,MG,****,21/09/2010,21,09,2010
43063,ACIDENTE,ALTO ALEGRE,RR,****,21/09/2010,21,09,2010
43065,INCIDENTE,BELO HORIZONTE,MG,****,21/09/2010,21,09,2010
42999,INCIDENTE GRAVE,SÃO LUÍS,MA,SBSL,22/09/2010,22,09,2010
42987,INCIDENTE,PALMAS,TO,SBPJ,23/09/2010,23,09,2010
42994,INCIDENTE,CUIABÁ,MT,****,23/09/2010,23,09,2010
42883,INCIDENTE,MANAUS,AM,****,24/09/2010,24,09,2010
42986,INCIDENTE,PALMAS,TO,SBPJ,24/09/2010,24,09,2010
42997,ACIDENTE,BELÉM,PA,SBJC,24/09/2010,24,09,2010
43027,INCIDENTE GRAVE,PORTO ALEGRE,RS,SBPA,24/09/2010,24,09,2010
42991,INCIDENTE,CUIABÁ,MT,****,25/09/2010,25,09,2010
43062,ACIDENTE,NOVO GAMA,GO,****,25/09/2010,25,09,2010
42989,INCIDENTE,TERESINA,PI,SBTE,26/09/2010,26,09,2010
42990,INCIDENTE,GUARULHOS,SP,SBGR,26/09/2010,26,09,2010
42988,INCIDENTE,SÃO PAULO,SP,SBMT,27/09/2010,27,09,2010
43132,INCIDENTE,MACAÉ,RJ,****,27/09/2010,27,09,2010
43005,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,28/09/2010,28,09,2010
43015,INCIDENTE,RONDONÓPOLIS,MT,****,28/09/2010,28,09,2010
43260,INCIDENTE,CALDAS NOVAS,GO,****,28/09/2010,28,09,2010
42984,INCIDENTE,BELO HORIZONTE,MG,SBPR,29/09/2010,29,09,2010
43007,INCIDENTE,CONFINS,MG,SBCF,29/09/2010,29,09,2010
43019,INCIDENTE,RONDONÓPOLIS,MT,****,29/09/2010,29,09,2010
43155,INCIDENTE,LONDRINA,PR,****,29/09/2010,29,09,2010
42983,ACIDENTE,IMPERATRIZ,MA,****,30/09/2010,30,09,2010
43023,INCIDENTE GRAVE,ÓBIDOS,PA,****,30/09/2010,30,09,2010
42980,ACIDENTE,SÃO PAULO,SP,SBSP,01/10/2010,01,10,2010
43021,ACIDENTE,SÃO BORJA,RS,****,01/10/2010,01,10,2010
43256,ACIDENTE,RECIFE,PE,****,01/10/2010,01,10,2010
42960,INCIDENTE GRAVE,BELÉM,PA,SBJC,04/10/2010,04,10,2010
42981,INCIDENTE,PORTO ALEGRE,RS,SBPA,04/10/2010,04,10,2010
43578,INCIDENTE,RIO DE JANEIRO,RJ,****,04/10/2010,04,10,2010
43685,INCIDENTE,BRASÍLIA,DF,SBBR,04/10/2010,04,10,2010
43022,INCIDENTE,BEBEDOURO,SP,****,05/10/2010,05,10,2010
43026,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,05/10/2010,05,10,2010
43030,INCIDENTE,GUARULHOS,SP,****,05/10/2010,05,10,2010
43033,INCIDENTE,RIO DE JANEIRO,RJ,****,05/10/2010,05,10,2010
43070,ACIDENTE,LUÍS EDUARDO MAGALHÃES,BA,*****,05/10/2010,05,10,2010
43157,INCIDENTE,SALVADOR,BA,SBSV,06/10/2010,06,10,2010
43067,INCIDENTE,BAURU,SP,SBBU,07/10/2010,07,10,2010
43085,INCIDENTE,UBERLÂNDIA,MG,SBUL,07/10/2010,07,10,2010
43089,ACIDENTE,COROMANDEL,MG,SNXT,07/10/2010,07,10,2010
43082,INCIDENTE,MACAÉ,RJ,****,10/10/2010,10,10,2010
43156,INCIDENTE,LONDRINA,PR,****,11/10/2010,11,10,2010
43153,ACIDENTE,MACAÉ,RJ,****,12/10/2010,12,10,2010
43619,INCIDENTE,JOÃO PESSOA,PB,SBJP,13/10/2010,13,10,2010
43083,INCIDENTE,BELO HORIZONTE,MG,SBBH,14/10/2010,14,10,2010
43158,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,14/10/2010,14,10,2010
43095,ACIDENTE,DIVINÓPOLIS,MG,****,16/10/2010,16,10,2010
43093,INCIDENTE,LONDRINA,PR,****,17/10/2010,17,10,2010
43094,INCIDENTE,AMERICANA,SP,****,17/10/2010,17,10,2010
43259,INCIDENTE,MANAUS,AM,****,18/10/2010,18,10,2010
43257,INCIDENTE,CAMPINAS,SP,SBKP,19/10/2010,19,10,2010
43449,ACIDENTE,CAMPO LARGO,PR,SSCF,19/10/2010,19,10,2010
43684,INCIDENTE,CAMPO GRANDE,MS,SSIE,21/10/2010,21,10,2010
43318,INCIDENTE,GUARULHOS,SP,SBGR,22/10/2010,22,10,2010
43581,INCIDENTE,MONTES CLAROS,MG,SBMK,22/10/2010,22,10,2010
43700,INCIDENTE,GOIÂNIA,GO,****,22/10/2010,22,10,2010
43390,ACIDENTE,PRADO,BA,****,23/10/2010,23,10,2010
43524,ACIDENTE,BOM JESUS DO AMPARO,MG,****,23/10/2010,23,10,2010
43699,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,23/10/2010,23,10,2010
43697,INCIDENTE,ITANHAÉM,SP,****,24/10/2010,24,10,2010
43692,INCIDENTE,SALVADOR,BA,SBSV,25/10/2010,25,10,2010
43457,INCIDENTE,SOROCABA,SP,****,27/10/2010,27,10,2010
43333,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,28/10/2010,28,10,2010
43459,INCIDENTE GRAVE,SÃO PAULO,SP,SBMT,28/10/2010,28,10,2010
43335,INCIDENTE,SÃO PAULO,SP,SBSP,30/10/2010,30,10,2010
43467,INCIDENTE,GUARULHOS,SP,SBGR,30/10/2010,30,10,2010
43671,INCIDENTE,CAMPO GRANDE,MS,SBCG,30/10/2010,30,10,2010
43680,INCIDENTE,CURITIBA,PR,SBCT,30/10/2010,30,10,2010
43393,ACIDENTE,ORIXIMINÁ,PA,****,31/10/2010,31,10,2010
43407,INCIDENTE,CONFINS,MG,SBCF,01/11/2010,01,11,2010
43480,ACIDENTE,PRIMAVERA,PE,****,03/11/2010,03,11,2010
43450,ACIDENTE,SÃO PAULO,SP,SBMT,04/11/2010,04,11,2010
43365,INCIDENTE,VITÓRIA,ES,SBVT,05/11/2010,05,11,2010
43392,ACIDENTE,SÃO FÉLIX DO XINGU,PA,****,05/11/2010,05,11,2010
43451,ACIDENTE,ARARAQUARA,SP,SBAQ,05/11/2010,05,11,2010
43329,INCIDENTE,IMPERATRIZ,MA,SBIZ,07/11/2010,07,11,2010
43261,INCIDENTE,SÃO PAULO,SP,****,08/11/2010,08,11,2010
43290,INCIDENTE,MACAÉ,RJ,SBME,08/11/2010,08,11,2010
45168,ACIDENTE,PORTO MURTINHO,MS,****,08/11/2010,08,11,2010
43389,ACIDENTE,ANDARAÍ,BA,****,09/11/2010,09,11,2010
43503,ACIDENTE,JOAÇABA,SC,****,09/11/2010,09,11,2010
43678,INCIDENTE,MANAUS,AM,****,10/11/2010,10,11,2010
43403,ACIDENTE,ARAÇATUBA,SP,****,13/11/2010,13,11,2010
43794,ACIDENTE,CAMPO LARGO,PR,****,13/11/2010,13,11,2010
43446,ACIDENTE,URUGUAIANA,RS,****,14/11/2010,14,11,2010
43447,INCIDENTE,VÁRZEA GRANDE,MT,****,14/11/2010,14,11,2010
43620,INCIDENTE,BELÉM,PA,****,14/11/2010,14,11,2010
43404,ACIDENTE,BRAGANÇA PAULISTA,SP,SBBP,15/11/2010,15,11,2010
43262,ACIDENTE,IVATÉ,PR,****,16/11/2010,16,11,2010
43405,INCIDENTE,SÃO PAULO,SP,****,16/11/2010,16,11,2010
43406,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,17/11/2010,17,11,2010
43266,ACIDENTE,TAPURAH,MT,****,18/11/2010,18,11,2010
43268,ACIDENTE,SORRISO,MT,****,18/11/2010,18,11,2010
43282,INCIDENTE GRAVE,CAMPO GRANDE,MS,SBCG,18/11/2010,18,11,2010
43793,INCIDENTE,GUARULHOS,SP,SBGR,18/11/2010,18,11,2010
43790,INCIDENTE,BELÉM,PA,****,19/11/2010,19,11,2010
43283,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,20/11/2010,20,11,2010
43294,ACIDENTE,GOIÂNIA,GO,****,22/11/2010,22,11,2010
43289,INCIDENTE,SÃO LUÍS,MA,SBSL,23/11/2010,23,11,2010
43263,INCIDENTE,ARAPONGAS,PR,SSOG,24/11/2010,24,11,2010
43264,INCIDENTE GRAVE,BROTAS,SP,****,24/11/2010,24,11,2010
43321,ACIDENTE,ITAPORÃ,MS,****,25/11/2010,25,11,2010
43325,INCIDENTE,MANAUS,AM,SBEG,25/11/2010,25,11,2010
43538,INCIDENTE,CAMPINAS,SP,SBKP,25/11/2010,25,11,2010
43288,INCIDENTE,VIAMÃO,RS,****,28/11/2010,28,11,2010
43361,ACIDENTE,PASSO FUNDO,RS,SBPF,30/11/2010,30,11,2010
43350,INCIDENTE,BELÉM,PA,****,01/12/2010,01,12,2010
43384,INCIDENTE,LAGES,SC,****,01/12/2010,01,12,2010
43385,INCIDENTE,JOINVILLE,SC,SBJV,01/12/2010,01,12,2010
43603,INCIDENTE,SÃO PAULO,SP,SBSP,01/12/2010,01,12,2010
43348,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,02/12/2010,02,12,2010
43374,INCIDENTE,UBERLÂNDIA,MG,SBUL,02/12/2010,02,12,2010
43383,INCIDENTE,BELO HORIZONTE,MG,SBBH,03/12/2010,03,12,2010
43452,ACIDENTE,OLÍMPIA,SP,****,03/12/2010,03,12,2010
43466,INCIDENTE,ALAGOINHAS,BA,****,03/12/2010,03,12,2010
43610,INCIDENTE,MACAÉ,RJ,SBME,04/12/2010,04,12,2010
43414,INCIDENTE,MANAUS,AM,****,05/12/2010,05,12,2010
43465,INCIDENTE,ARARAQUARA,SP,****,05/12/2010,05,12,2010
43461,INCIDENTE,BRASÍLIA,DF,****,08/12/2010,08,12,2010
43668,INCIDENTE GRAVE,ELDORADO DO SUL,RS,SIXE,08/12/2010,08,12,2010
43455,ACIDENTE,BOM JESUS DO GALHO,MG,****,09/12/2010,09,12,2010
43463,INCIDENTE GRAVE,GOIÂNIA,GO,****,09/12/2010,09,12,2010
43464,INCIDENTE,SINOP,MT,****,10/12/2010,10,12,2010
43534,INCIDENTE,PARNAMIRIM,RN,****,10/12/2010,10,12,2010
43667,INCIDENTE,ARACAJU,SE,****,10/12/2010,10,12,2010
43458,INCIDENTE GRAVE,ÁGUA BRANCA,AL,****,11/12/2010,11,12,2010
43727,ACIDENTE,PIACATU,SP,****,11/12/2010,11,12,2010
43454,ACIDENTE,LONDRINA,PR,****,12/12/2010,12,12,2010
43527,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,12/12/2010,12,12,2010
43462,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBGL,13/12/2010,13,12,2010
43472,ACIDENTE,PICOS,PI,SNPC,13/12/2010,13,12,2010
43473,INCIDENTE GRAVE,ITAITUBA,PA,###!,13/12/2010,13,12,2010
43471,ACIDENTE,SÃO PAULO,SP,****,14/12/2010,14,12,2010
43721,ACIDENTE,CRATEÚS,CE,SNWS,15/12/2010,15,12,2010
43802,INCIDENTE,LONDRINA,PR,SBLO,15/12/2010,15,12,2010
43470,INCIDENTE,SALVADOR,BA,SBSV,16/12/2010,16,12,2010
43531,INCIDENTE,MACAPÁ,AP,****,16/12/2010,16,12,2010
43725,ACIDENTE,FORMOSA,GO,SWFR,18/12/2010,18,12,2010
43921,ACIDENTE,RIO DE JANEIRO,RJ,****,18/12/2010,18,12,2010
43474,INCIDENTE GRAVE,BELO HORIZONTE,MG,SBPR,20/12/2010,20,12,2010
43555,INCIDENTE,BELO HORIZONTE,MG,SBBH,20/12/2010,20,12,2010
43719,ACIDENTE,ARACAJU,SE,SNAU,21/12/2010,21,12,2010
43842,INCIDENTE,ARACAJU,SE,SNAU,22/12/2010,22,12,2010
43722,ACIDENTE,CAJOBI,SP,****,23/12/2010,23,12,2010
44527,INCIDENTE,SALVADOR,BA,****,23/12/2010,23,12,2010
43547,INCIDENTE,PORTO SEGURO,BA,SBPS,24/12/2010,24,12,2010
43548,INCIDENTE,SÃO PAULO,SP,SBSP,26/12/2010,26,12,2010
43551,INCIDENTE,RECIFE,PE,SBRF,27/12/2010,27,12,2010
43754,INCIDENTE,BELÉM,PA,SBBE,27/12/2010,27,12,2010
43806,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,****,28/12/2010,28,12,2010
43724,ACIDENTE,COSMÓPOLIS,SP,****,29/12/2010,29,12,2010
43726,ACIDENTE,ALEGRETE,RS,****,29/12/2010,29,12,2010
43730,INCIDENTE,VITÓRIA,ES,****,30/12/2010,30,12,2010
43975,INCIDENTE,ARRAIAL DO CABO,RJ,****,30/12/2010,30,12,2010
43633,INCIDENTE GRAVE,RIBEIRÃO PRETO,SP,SBRP,01/01/2011,01,01,2011
43817,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,01/01/2011,01,01,2011
43643,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,02/01/2011,02,01,2011
43658,ACIDENTE,CORUPÁ,SC,****,03/01/2011,03,01,2011
43648,INCIDENTE,TELÊMACO BORBA,PR,****,04/01/2011,04,01,2011
43628,ACIDENTE,CAIRU,BA,SDLO,05/01/2011,05,01,2011
43631,INCIDENTE,CONFINS,MG,SBCF,05/01/2011,05,01,2011
43642,INCIDENTE,BAURU,SP,SBBU,05/01/2011,05,01,2011
43630,INCIDENTE,COLINA,SP,****,06/01/2011,06,01,2011
43715,INCIDENTE,RIO DE JANEIRO,RJ,****,06/01/2011,06,01,2011
45329,ACIDENTE,CAIAPÔNIA,GO,****,06/01/2011,06,01,2011
43629,ACIDENTE,MOGI DAS CRUZES,SP,****,07/01/2011,07,01,2011
43637,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,****,09/01/2011,09,01,2011
43639,INCIDENTE,SÃO PAULO,SP,****,09/01/2011,09,01,2011
43652,INCIDENTE,RIO DE JANEIRO,RJ,****,09/01/2011,09,01,2011
43811,INCIDENTE,PATOS DE MINAS,MG,****,09/01/2011,09,01,2011
43818,INCIDENTE,BELÉM,PA,SBBE,09/01/2011,09,01,2011
43829,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,09/01/2011,09,01,2011
43649,INCIDENTE,NÃO IDENTIFICADA,PE,****,10/01/2011,10,01,2011
43653,INCIDENTE,VITÓRIA,ES,****,10/01/2011,10,01,2011
43779,INCIDENTE,CAMPINAS,SP,****,10/01/2011,10,01,2011
44007,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,10/01/2011,10,01,2011
43634,INCIDENTE,MARÍLIA,SP,SBML,11/01/2011,11,01,2011
43656,ACIDENTE,MARICÁ,RJ,****,11/01/2011,11,01,2011
43657,ACIDENTE,DOM PEDRITO,RS,****,11/01/2011,11,01,2011
43705,ACIDENTE,SENADOR CANEDO,GO,****,14/01/2011,14,01,2011
43738,INCIDENTE,ITIRAPINA,SP,****,14/01/2011,14,01,2011
43838,INCIDENTE,SÃO LUÍS,MA,****,14/01/2011,14,01,2011
43703,ACIDENTE,CAMPO VERDE,MT,****,15/01/2011,15,01,2011
43704,ACIDENTE,MOSTARDAS,RS,****,17/01/2011,17,01,2011
43742,INCIDENTE,NOVA FRIBURGO,RJ,****,18/01/2011,18,01,2011
43706,ACIDENTE,ENVIRA,AM,****,19/01/2011,19,01,2011
43752,ACIDENTE,SÃO JOSÉ DO RIO PRETO,SP,****,19/01/2011,19,01,2011
44052,INCIDENTE,GOIÂNIA,GO,SBGO,19/01/2011,19,01,2011
43707,INCIDENTE,CAMPINAS,SP,SBKP,20/01/2011,20,01,2011
43711,INCIDENTE,RIO BRANCO,AC,****,20/01/2011,20,01,2011
44055,INCIDENTE,SÃO LUÍS,MA,SBSL,20/01/2011,20,01,2011
43702,ACIDENTE,RIO BRANCO,AC,****,21/01/2011,21,01,2011
43735,INCIDENTE,RIBEIRÃO PRETO,SP,****,21/01/2011,21,01,2011
43904,INCIDENTE,SÃO RAIMUNDO NONATO,PI,SNGG,22/01/2011,22,01,2011
43731,ACIDENTE,PORTO ALEGRE,RS,****,23/01/2011,23,01,2011
44008,INCIDENTE,PARNAMIRIM,RN,SBNT,23/01/2011,23,01,2011
43831,INCIDENTE,RIO DE JANEIRO,RJ,****,24/01/2011,24,01,2011
43776,ACIDENTE,ALTO GARÇAS,MT,SWDC,25/01/2011,25,01,2011
43764,INCIDENTE,LONDRINA,PR,SBLO,26/01/2011,26,01,2011
43767,INCIDENTE,BELO HORIZONTE,MG,****,26/01/2011,26,01,2011
43732,INCIDENTE GRAVE,PAUINI,AM,SWUI,27/01/2011,27,01,2011
43733,INCIDENTE,GUARULHOS,SP,****,27/01/2011,27,01,2011
43910,INCIDENTE GRAVE,MANDAGUAÇU,PR,****,27/01/2011,27,01,2011
43775,ACIDENTE,LONDRINA,PR,****,28/01/2011,28,01,2011
43778,ACIDENTE,CAMPO GRANDE,MS,****,28/01/2011,28,01,2011
43837,INCIDENTE,SALVADOR,BA,SBSV,29/01/2011,29,01,2011
43909,ACIDENTE,ITIRAPINA,SP,SDJA,29/01/2011,29,01,2011
43808,ACIDENTE,PACAJÁ,PA,****,30/01/2011,30,01,2011
43820,INCIDENTE,RIO DE JANEIRO,RJ,****,30/01/2011,30,01,2011
43832,ACIDENTE,PARATY,RJ,SDTK,30/01/2011,30,01,2011
43885,INCIDENTE,FORTALEZA,CE,****,30/01/2011,30,01,2011
43774,ACIDENTE,MIRACATU,SP,****,31/01/2011,31,01,2011
43828,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,31/01/2011,31,01,2011
43812,INCIDENTE,MANAUS,AM,SBEG,02/02/2011,02,02,2011
43876,INCIDENTE,JUAZEIRO DO NORTE,CE,****,02/02/2011,02,02,2011
43819,INCIDENTE,CACHOEIRA DO ARARI,PA,****,03/02/2011,03,02,2011
43874,INCIDENTE,SANTO ÂNGELO,RS,SBNM,03/02/2011,03,02,2011
43814,ACIDENTE,JUNDIAÍ,SP,****,04/02/2011,04,02,2011
44549,ACIDENTE,CORIBE,BA,SDKE,04/02/2011,04,02,2011
43809,ACIDENTE,ITINGA DO MARANHÃO,MA,****,05/02/2011,05,02,2011
43869,ACIDENTE,RIO DE JANEIRO,RJ,****,05/02/2011,05,02,2011
43984,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBJR,05/02/2011,05,02,2011
44009,INCIDENTE,ANGRA DOS REIS,RJ,****,05/02/2011,05,02,2011
43836,INCIDENTE,ANGRA DOS REIS,RJ,****,06/02/2011,06,02,2011
43894,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,06/02/2011,06,02,2011
43946,INCIDENTE,BRASÍLIA,DF,SBBR,06/02/2011,06,02,2011
44011,INCIDENTE,SINOP,MT,****,06/02/2011,06,02,2011
43873,INCIDENTE,PORTO ALEGRE,RS,SBPA,08/02/2011,08,02,2011
43945,INCIDENTE,GUARULHOS,SP,SBGR,08/02/2011,08,02,2011
43872,INCIDENTE,BELO HORIZONTE,MG,SBBH,10/02/2011,10,02,2011
43875,INCIDENTE,MARIALVA,PR,****,10/02/2011,10,02,2011
44231,INCIDENTE GRAVE,CARUARU,PE,SNRU,11/02/2011,11,02,2011
43981,INCIDENTE,CAMPINAS,SP,****,13/02/2011,13,02,2011
43870,INCIDENTE GRAVE,BRASÍLIA,DF,SBBR,14/02/2011,14,02,2011
43908,ACIDENTE,PEJUÇARA,RS,****,15/02/2011,15,02,2011
43871,INCIDENTE,ITAPEVI,SP,****,16/02/2011,16,02,2011
43912,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,16/02/2011,16,02,2011
43915,INCIDENTE,VILA VELHA,ES,####,17/02/2011,17,02,2011
43980,INCIDENTE,ARAÇATUBA,SP,SBAU,17/02/2011,17,02,2011
44022,INCIDENTE,LONDRINA,PR,SBLO,17/02/2011,17,02,2011
43895,INCIDENTE,BELÉM,PA,SBBE,18/02/2011,18,02,2011
43906,ACIDENTE,SANTO ANTÔNIO DO LEVERGER,MT,SWLV,18/02/2011,18,02,2011
44043,INCIDENTE,MANAUS,AM,SBEG,18/02/2011,18,02,2011
43900,ACIDENTE,ITIQUIRA,MT,****,19/02/2011,19,02,2011
43901,INCIDENTE GRAVE,ARARAS,SP,SDAA,19/02/2011,19,02,2011
43913,INCIDENTE,PETROLINA,PE,SBPL,19/02/2011,19,02,2011
43973,INCIDENTE,LONDRINA,PR,SBLO,19/02/2011,19,02,2011
44173,INCIDENTE,BRASÍLIA,DF,SBBR,19/02/2011,19,02,2011
44983,INCIDENTE GRAVE,FORMOSA,GO,SWFR,19/02/2011,19,02,2011
43986,INCIDENTE GRAVE,ANGRA DOS REIS,RJ,****,20/02/2011,20,02,2011
43899,ACIDENTE,ALTAMIRA,PA,SBHT,21/02/2011,21,02,2011
43903,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,21/02/2011,21,02,2011
44045,INCIDENTE,MANICORÉ,AM,****,21/02/2011,21,02,2011
43911,ACIDENTE,RECIFE,PE,****,22/02/2011,22,02,2011
53353,INCIDENTE,COARI,AM,****,23/02/2011,23,02,2011
43988,ACIDENTE,GOVERNADOR VALADARES,MG,****,24/02/2011,24,02,2011
43989,ACIDENTE,SABÁUDIA,PR,****,25/02/2011,25,02,2011
43979,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,26/02/2011,26,02,2011
43983,INCIDENTE,GOIÂNIA,GO,SBGO,26/02/2011,26,02,2011
