codigo_reporte;nome_especie;especie_especie;tamanho_sugerido
75069;Biguá/mergulhão/miuá/pata-da-água/corvo-marinho;(Phalacrocorax brasilianus);G
75070;Quero-quero/tetéu;(Vanellus chilensis);M
75071;Biguá/mergulhão/miuá/pata-da-água/corvo-marinho;(Phalacrocorax brasilianus);G
75072;Biguá/mergulhão/miuá/pata-da-água/corvo-marinho;(Phalacrocorax brasilianus);G
75073;Biguá/mergulhão/miuá/pata-da-água/corvo-marinho;(Phalacrocorax brasilianus);G
75074;Garça-cinzenta/socó/savacu;(Nycticorax nycticorax);G
75075;Garça-cinzenta/socó/savacu;(Nycticorax nycticorax);G
75076;Garça-cinzenta/socó/savacu;(Nycticorax nycticorax);G
75077;Garça-cinzenta/socó/savacu;(Nycticorax nycticorax);G
75078;Garça-branca-grande;(Ardea alba);G
75079;Garça-branca-grande;(Ardea alba);G
75080;Garça-branca-grande;(Ardea alba);G
75081;Garça-branca-grande;(Ardea alba);G
75082;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75083;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75084;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75085;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75086;Quero-quero/tetéu;(Vanellus chilensis);M
75087;Quero-quero/tetéu;(Vanellus chilensis);M
75088;Quero-quero/tetéu;(Vanellus chilensis);M
75089;Quero-quero/tetéu;(Vanellus chilensis);M
75090;Carcará/carancho;(Caracara plancus);G
75091;Carcará/carancho;(Caracara plancus);G
75092;Carcará/carancho;(Caracara plancus);G
75093;Carcará/carancho;(Caracara plancus);G
75094;Maçarico-do-campo;(Bartramia longicauda);P
75095;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
75096;Quero-quero/tetéu;(Vanellus chilensis);M
75097;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
75098;Fragata/tesourão (Fregata;(Fregata magnificens);MG
75099;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);P
75100;Quero-quero/tetéu;(Vanellus chilensis);M
75101;Não identificado;Não identificado;M
75102;Coruja-da-igreja/rasga-mortalha/suindara;(Tyto furcata);M
75103;Não identificado;Não identificado;M
75104;Bem-te-vi;(Pitangus sulphuratus);P
75105;Urubu-da-mata;(Cathartes melambrotus);M
75106;Não identificado;Não identificado;G
75107;Não identificado;Não identificado;M
75108;Bem- te-vis;Família Tyrannidae;MP
75108;Pica-paus;Família Picidae;MP
75108;Quero-quero/tetéu;(Vanellus chilensis);M
75108;Tesourinha;(Tyrannus savana);MP
75109;Não identificado;Não identificado;M
75111;Não identificado;Não identificado;M
75112;Não identificado;Não identificado;
75113;Não identificado;Não identificado;
75114;Não identificado;Não identificado;M
75116;Não identificado;Não identificado;M
75117;Quero-quero/tetéu;(Vanellus chilensis);M
75118;Biguá/mergulhão/miuá/pata-da-água/corvo-marinho;(Phalacrocorax brasilianus);G
75119;Urubus;Família Cathartidae;M
75120;Urubus;Família Cathartidae;M
75121;Urubus;Família Cathartidae;M
75123;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
75125;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75126;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
75129;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
75130;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75131;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
75132;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);M
75133;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75134;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
75135;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
75136;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
75137;Quero-quero/tetéu;(Vanellus chilensis);G
75138;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
75139;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
75140;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75141;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75142;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75143;Não identificado;Não identificado;M
75144;Não identificado;Não identificado;P
75145;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75146;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75147;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75148;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
75149;Não identificado;Não identificado;M
75150;Não identificado;Não identificado;M
75151;Não identificado;Não identificado;M
75152;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75153;Não identificado;Não identificado;M
75154;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75155;Não identificado;Não identificado;M
75156;Quero-quero/tetéu;(Vanellus chilensis);M
75157;Não identificado;Não identificado;M
75158;Não identificado;Não identificado;M
75159;Não identificado;Não identificado;
75161;Não identificado;Não identificado;M
75162;Não identificado;Não identificado;P
75163;Quero-quero/tetéu;(Vanellus chilensis);M
75164;Não identificado;Não identificado;M
75165;Não identificado;Não identificado;P
75166;Não identificado;Não identificado;M
75167;Não identificado;Não identificado;P
75169;Não identificado;Não identificado;P
75170;Não identificado;Não identificado;M
75171;Não identificado;Não identificado;M
75173;Não identificado;Não identificado;M
75174;Não identificado;Não identificado;M
75175;Não identificado;Não identificado;P
75176;Não identificado;Não identificado;P
75177;Não identificado;Não identificado;M
75178;xx Outros (cachorro doméstico) > 1,5 kg;xx Outros (cachorro doméstico) > 1,5 kg;MG
75179;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75180;Não identificado;Não identificado;M
75181;Não identificado;Não identificado;M
75184;Não identificado;Não identificado;M
75186;Não identificado;Não identificado;M
75187;Não identificado;Não identificado;M
75188;Não identificado;Não identificado;M
75189;Não identificado;Não identificado;M
75190;Não identificado;Não identificado;M
75191;Não identificado;Não identificado;M
75192;Não identificado;Não identificado;M
75193;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75194;Não identificado;Não identificado;M
75195;Não identificado;Não identificado;M
75197;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75198;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75199;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75200;Urubus;Família Cathartidae;MG
75202;Não identificado;Não identificado;M
75213;Não identificado;Não identificado;M
75214;Não identificado;Não identificado;M
75217;Urubus;Família Cathartidae;MG
75218;Não identificado;Não identificado;M
75219;Urubus;Família Cathartidae;MG
75220;Não identificado;Não identificado;M
75222;Não identificado;Não identificado;M
75223;Não identificado;Não identificado;M
75224;Não identificado;Não identificado;M
75225;Urubus;Família Cathartidae;MG
75226;Urubus;Família Cathartidae;MG
75228;Não identificado;Não identificado;M
75229;Não identificado;Não identificado;M
75230;Maçarico-do-campo;(Bartramia longicauda);P
75235;Urubus;Família Cathartidae;M
75236;Urubus;Família Cathartidae;MG
75237;Não identificado;Não identificado;P
75239;Não identificado;Não identificado;P
75240;Urubus;Família Cathartidae;MG
75241;Urubus;Família Cathartidae;MG
75242;Urubus;Família Cathartidae;MG
75243;Urubus;Família Cathartidae;MG
75244;Urubus;Família Cathartidae;MG
75246;Não identificado;Não identificado;P
75247;Urubus;Família Cathartidae;MG
75248;Urubus;Família Cathartidae;MG
75249;Urubus;Família Cathartidae;MG
75250;Não identificado;Não identificado;G
75251;Não identificado;Não identificado;P
75252;Não identificado;Não identificado;P
75254;Urubus;Família Cathartidae;MG
75255;Pica-paus;Família Picidae;P
75256;Urubus;Família Cathartidae;MG
75257;Urubus;Família Cathartidae;MG
75258;Urubus;Família Cathartidae;MG
75259;Urubus;Família Cathartidae;MG
75260;Urubus;Família Cathartidae;MG
75261;Não identificado;Não identificado;P
75263;Urubus;Família Cathartidae;MG
75265;Urubus;Família Cathartidae;MG
75266;Urubus;Família Cathartidae;MG
75267;Urubus;Família Cathartidae;MG
75268;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
75269;Quero-quero/tetéu;(Vanellus chilensis);M
75270;Urubus;Família Cathartidae;MG
75271;Não identificado;Não identificado;M
75272;Quero-quero/tetéu;(Vanellus chilensis);M
75273;Quero-quero/tetéu;(Vanellus chilensis);M
75274;Urubus;Família Cathartidae;MG
75275;Urubus;Família Cathartidae;MG
75276;Urubus;Família Cathartidae;MG
75277;Urubus;Família Cathartidae;MG
75278;Urubus;Família Cathartidae;MG
75279;Urubus;Família Cathartidae;MG
75280;Urubus;Família Cathartidae;MG
75281;Urubus;Família Cathartidae;MG
75282;Urubus;Família Cathartidae;MG
75283;Urubus;Família Cathartidae;MG
75284;Fragata/tesourão (Fregata;(Fregata magnificens);MG
75285;Não identificado;Não identificado;P
75287;Urubus;Família Cathartidae;MG
75288;Urubus;Família Cathartidae;MG
75289;Quero-quero/tetéu;(Vanellus chilensis);M
75290;Não identificado;Não identificado;P
75291;Urubus;Família Cathartidae;MG
75292;Urubus;Família Cathartidae;MG
75293;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75294;Não identificado;Não identificado;P
75295;Não identificado;Não identificado;P
75296;Pomba-de-bando/arribaçã/arribação;(Zenaida auriculata);P
75297;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);G
75298;Urubus;Família Cathartidae;MG
75299;Urubus;Família Cathartidae;M
75300;Urubus;Família Cathartidae;M
75301;Urubus;Família Cathartidae;M
75302;Urubus;Família Cathartidae;MG
75303;Urubus;Família Cathartidae;M
75304;Urubus;Família Cathartidae;MG
75305;Urubus;Família Cathartidae;G
75306;Urubus;Família Cathartidae;M
75307;Urubus;Família Cathartidae;MG
75308;Urubus;Família Cathartidae;M
75310;Urubus;Família Cathartidae;M
75311;Urubus;Família Cathartidae;M
75312;Urubus;Família Cathartidae;MG
75313;Urubus;Família Cathartidae;M
75314;Urubus;Família Cathartidae;MG
75316;Urubus;Família Cathartidae;MG
75317;Urubus;Família Cathartidae;M
75318;Urubus;Família Cathartidae;MG
75319;Urubus;Família Cathartidae;MG
75320;Urubus;Família Cathartidae;M
75321;Urubus;Família Cathartidae;MG
75322;Urubus;Família Cathartidae;MG
75323;Não identificado;Não identificado;M
75324;Urubus;Família Cathartidae;M
75325;Urubus;Família Cathartidae;M
75326;Urubus;Família Cathartidae;MG
75329;Urubus;Família Cathartidae;MG
75331;Urubus;Família Cathartidae;M
75332;Urubus;Família Cathartidae;MG
75336;Urubus;Família Cathartidae;M
75337;Urubus;Família Cathartidae;MG
75338;Urubus;Família Cathartidae;MG
75339;Urubus;Família Cathartidae;M
75340;Urubus;Família Cathartidae;MG
75343;Andorinhão-do-temporal;(Chaetura meridionalis);MP
75344;Não identificado;Não identificado;M
75346;Não identificado;Não identificado;P
75348;Urubus;Família Cathartidae;M
75349;Urubus;Família Cathartidae;M
75350;Urubus;Família Cathartidae;M
75351;Urubus;Família Cathartidae;M
75353;Urubus;Família Cathartidae;MG
75354;Urubus;Família Cathartidae;M
75356;Urubus;Família Cathartidae;MG
75357;Urubus;Família Cathartidae;M
75358;Urubus;Família Cathartidae;M
75360;Não identificado;Não identificado;M
75361;Urubus;Família Cathartidae;MG
75363;Urubus;Família Cathartidae;M
75364;Urubus;Família Cathartidae;MG
75365;Urubus;Família Cathartidae;MG
75366;Urubus;Família Cathartidae;M
75367;Urubus;Família Cathartidae;M
75368;Urubus;Família Cathartidae;MG
75370;Urubus;Família Cathartidae;MG
75372;Urubus;Família Cathartidae;MG
75374;Urubus;Família Cathartidae;MG
75375;Urubus;Família Cathartidae;M
75376;Urubus;Família Cathartidae;MG
75378;Urubus;Família Cathartidae;MG
75380;Urubus;Família Cathartidae;MG
75381;Urubus;Família Cathartidae;M
75382;Urubus;Família Cathartidae;M
75383;Urubus;Família Cathartidae;M
75384;Urubus;Família Cathartidae;M
75386;Urubus;Família Cathartidae;M
75389;Urubus;Família Cathartidae;M
75390;Urubus;Família Cathartidae;M
75391;Urubus;Família Cathartidae;M
75392;Urubus;Família Cathartidae;M
75393;Urubus;Família Cathartidae;M
75394;Urubus;Família Cathartidae;M
75398;Urubus;Família Cathartidae;M
75399;Urubus;Família Cathartidae;M
75400;Urubus;Família Cathartidae;MG
75401;Urubus;Família Cathartidae;M
75402;Urubus;Família Cathartidae;MG
75403;Urubus;Família Cathartidae;MG
75405;Urubus;Família Cathartidae;MG
75406;Urubus;Família Cathartidae;M
75407;Urubus;Família Cathartidae;MG
75408;Urubus;Família Cathartidae;MG
75409;Urubus;Família Cathartidae;M
75410;Urubus;Família Cathartidae;MG
75411;Urubus;Família Cathartidae;M
75412;Urubus;Família Cathartidae;M
75413;Urubus;Família Cathartidae;M
75414;Urubus;Família Cathartidae;G
75415;Urubus;Família Cathartidae;M
75416;Urubus;Família Cathartidae;MG
75417;Urubus;Família Cathartidae;M
75418;Urubus;Família Cathartidae;M
75419;Urubus;Família Cathartidae;M
75420;Urubus;Família Cathartidae;M
75421;Urubus;Família Cathartidae;MG
75422;Urubus;Família Cathartidae;MG
75423;Urubus;Família Cathartidae;MG
75424;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75425;Não identificado;Não identificado;M
75426;Não identificado;Não identificado;M
75427;Não identificado;Não identificado;M
75428;Fragata/tesourão (Fregata;(Fregata magnificens);MG
75429;Fragata/tesourão (Fregata;(Fregata magnificens);MG
75458;Fragata/tesourão (Fregata;(Fregata magnificens);MG
75485;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75486;Carcará/carancho;(Caracara plancus);G
75487;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
75489;Quero-quero/tetéu;(Vanellus chilensis);M
75490;Quero-quero/tetéu;(Vanellus chilensis);M
75491;Quero-quero/tetéu;(Vanellus chilensis);M
75492;Urubus;Família Cathartidae;MG
75493;Urubus;Família Cathartidae;MG
75494;Urubus;Família Cathartidae;MG
75495;Urubus;Família Cathartidae;0
75496;Urubus;Família Cathartidae;MG
75497;Urubus;Família Cathartidae;MG
75498;Urubus;Família Cathartidae;MG
75499;Urubus;Família Cathartidae;MG
75500;Corujas;Família Strigidae;P
75501;Gaviões / Família accipitridae;Família accipitridae;P
75502;Quero-quero/tetéu;(Vanellus chilensis);M
75503;Quero-quero/tetéu;(Vanellus chilensis);M
75504;Não identificado;Não identificado;M
75505;Urubus;Família Cathartidae;MG
75506;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75507;Quero-quero/tetéu;(Vanellus chilensis);M
75508;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75509;Gaivotas;Família  Laridae;M
75510;Gaivotas;Família  Laridae;M
75511;Não identificado;Não identificado;M
75512;Bem- te-vis;Família Tyrannidae;MP
75512;Coruja -buraqueira;(Athene cunicularia);P
75512;Pomba-de-bando/arribaçã/arribação;(Zenaida auriculata);P
75512;Quero-quero/tetéu;(Vanellus chilensis);M
75513;Quero-quero/tetéu;(Vanellus chilensis);M
75514;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75515;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75516;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75517;Urubus;Família Cathartidae;MG
75518;Quero-quero/tetéu;(Vanellus chilensis);M
75519;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75520;Quero-quero/tetéu;(Vanellus chilensis);M
75521;Não identificado;Não identificado;M
75522;Não identificado;Não identificado;M
75523;Coruja -buraqueira;(Athene cunicularia);P
75524;Urubus;Família Cathartidae;MG
75525;xx Outros (Capivara - Hydrochoerus hydrochaeris);xx Outros (Capivara - Hydrochoerus hydrochaeris);MG
75526;xx Outros (cachorro selvagem) > 1,5 kg;xx Outros (cachorro selvagem) > 1,5 kg;MG
75527;Urubus;Família Cathartidae;MG
75528;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;xx Outros (cachorro doméstico OU selvagem) > 1,5 kg;MG
75530;Quero-quero/tetéu;(Vanellus chilensis);M
75531;Curicaca-comum;(Theristicus caudatus);MG
75532;xx Outros (répteis > 1,5 kg);xx Outros (répteis > 1,5 kg);MG
75533;Quero-quero/tetéu;(Vanellus chilensis);M
75534;Quero-quero/tetéu;(Vanellus chilensis);M
75537;Não identificado;Não identificado;M
75538;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75539;Quero-quero/tetéu;(Vanellus chilensis);M
75540;Quero-quero/tetéu;(Vanellus chilensis);M
75541;Não identificado;Não identificado;M
75542;Quero-quero/tetéu;(Vanellus chilensis);M
75543;Primavera;(Xolmis cinereus);P
75544;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75545;xx Outros (Capivara - Hydrochoerus hydrochaeris);xx Outros (Capivara - Hydrochoerus hydrochaeris);MG
75546;Quero-quero/tetéu;(Vanellus chilensis);P
75547;Não identificado;Não identificado;M
75548;Não identificado;Não identificado;M
75549;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);M
75550;Não identificado;Não identificado;M
75551;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);M
75552;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);M
75553;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
75554;Não identificado;Não identificado;M
75555;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);M
75556;Quero-quero/tetéu;(Vanellus chilensis);M
75557;Gavião-caboclo/fumaça/tinga;(Heterospizias meridionalis);G
75558;xx Outros (mamíferos > 1,5 kg);xx Outros (mamíferos > 1,5 kg);MG
75559;Urubus;Família Cathartidae;MG
75560;Fragata/tesourão (Fregata;(Fregata magnificens);MG
75561;Fragata/tesourão (Fregata;(Fregata magnificens);MG
75562;Fragata/tesourão (Fregata;(Fregata magnificens);MG
75563;Fragata/tesourão (Fregata;(Fregata magnificens);MG
75564;Biguá/mergulhão/miuá/pata-da-água/corvo-marinho;(Phalacrocorax brasilianus);G
75565;Biguá/mergulhão/miuá/pata-da-água/corvo-marinho;(Phalacrocorax brasilianus);G
75566;Biguá/mergulhão/miuá/pata-da-água/corvo-marinho;(Phalacrocorax brasilianus);G
75567;Biguá/mergulhão/miuá/pata-da-água/corvo-marinho;(Phalacrocorax brasilianus);G
75568;Garça-cinzenta/socó/savacu;(Nycticorax nycticorax);G
75569;Garça-cinzenta/socó/savacu;(Nycticorax nycticorax);G
75570;Garça-cinzenta/socó/savacu;(Nycticorax nycticorax);G
75571;Garça-cinzenta/socó/savacu;(Nycticorax nycticorax);G
75572;Garça-branca-grande;(Ardea alba);G
75573;Garça-branca-grande;(Ardea alba);G
75574;Garça-branca-grande;(Ardea alba);G
75575;Garça-branca-grande;(Ardea alba);G
75576;Urubu-de-cabeça-preta/corvo/apitã;(Coragyps atratus);MG
75577;Não identificado;Não identificado;M
75578;Não identificado;Não identificado;M
75579;Não identificado;Não identificado;M
75580;Pomba-de-bando/arribaçã/arribação;(Zenaida auriculata);P
75580;Quero-quero/tetéu;(Vanellus chilensis);M
75580;Tesourinha;(Tyrannus savana);MP
75581;Bem- te-vis;Família Tyrannidae;MP
75581;Coruja -buraqueira;(Athene cunicularia);P
